150612081050165 ,return,1,0.32796812,0.49404502,-0.7036581,,,,,,,,,,,,,,30.533098,114.3649,,
150612081050365 ,return,1,-2.0736003,0.018576503,-0.7784157,,,,,,,,,,,,,,30.533098,114.3649,,
150612081050483 ,return,9,-2.0736003,0.018576503,-0.7784157,,,,,,,,,,,,,,30.533098,114.3649,,
150612081050565 ,return,1,-0.5035331,-0.41881788,2.216197,,,,,,,,,,,,,,30.533098,114.3649,,
150612081050765 ,return,1,1.2121193,0.7904985,-0.2527895,,,,,,,,,,,,,,30.533098,114.3649,,
150612081050965 ,return,1,0.11374056,-0.3401782,0.84251404,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051164 ,return,1,0.31022486,0.27970064,-0.6132555,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051363 ,return,1,-0.6559621,-0.085526705,0.02781868,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051437 ,return,9,-0.6559621,-0.085526705,0.02781868,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051563 ,return,1,-0.48492265,0.58679366,-0.44967937,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051763 ,return,1,-0.016614437,-0.079494715,0.7064371,,,,,,,,,,,,,,30.533098,114.3649,,
150612081051963 ,return,1,-0.21500254,0.08007109,0.06433296,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052163 ,return,1,0.043762922,0.22961128,-0.09181881,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052362 ,return,1,-0.012786865,0.3874272,-0.07915783,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052477 ,return,9,-0.012786865,0.3874272,-0.07915783,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052562 ,return,1,-0.5748284,0.7122108,0.5715914,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052761 ,return,1,-0.8316245,-1.0286858,0.14562035,,,,,,,,,,,,,,30.533098,114.3649,,
150612081052966 ,return,1,1.5459213,1.1009675,0.081492424,,,,,,,,,,,,,,30.533098,114.3649,,
150612081053164 ,return,1,0.13116765,0.027208209,-0.2047615,,,,,,,,,,,,,,30.533098,114.3649,,
150612081053361 ,return,1,-0.53613067,1.1641603,-1.3703823,,,,,,,,,,,,,,30.533098,114.3649,,
150612081053560 ,return,1,-0.15945578,0.7880964,0.647069,,,,,,,,,,,,,,30.533098,114.3649,,
150612081053762 ,return,1,0.044402122,0.76983035,-0.07388115,,,,,,,,,,,,,,30.533098,114.3649,,
150612081053967 ,return,1,-0.101038694,0.6381421,-0.010178566,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054159 ,return,1,-0.05951333,1.019598,0.002490997,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054358 ,return,1,-0.14213657,0.8811989,-0.031300545,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054444 ,return,9,-0.14213657,0.8811989,-0.031300545,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054570 ,return,1,-0.072274685,0.6210525,-0.05178356,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054764 ,return,1,0.28485537,0.32873,-0.014371872,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054819 ,return,9,0.28485537,0.32873,-0.014371872,,,,,,,,,,,,,,30.533098,114.3649,,
150612081054958 ,return,1,-0.3118112,0.8912115,-0.17132759,,,,,,,,,,,,,,30.533098,114.3649,,
150612081055162 ,return,1,-0.7385864,0.2020508,0.2228117,,,,,,,,,,,,,,30.533098,114.3649,,
150612081055362 ,return,1,-0.18453836,0.73016286,-0.24069118,,,,,,,,,,,,,,30.533098,114.3649,,
150612081055466 ,return,9,-0.18453836,0.73016286,-0.24069118,,,,,,,,,,,,,,30.533098,114.3649,,
